Customer ID,Name,Surname,Gender,Birthdate,Amount,Date,Merchant Name,Category,Age,Month
7219,Danny,Salas,F,1990-10-23,21.95,2023-04-19,Marks-Hanson,Market,36,4
276183,Jeremiah,Kim,M,1952-11-01,348.32,2023-04-10,"Washington, Mcclure and Richards",Market,74,4
985569,Timothy,Patrick,F,1990-10-23,25.29,2023-03-27,"Roberts, Morrison and Salas",Market,36,3
3731,Miguel,Martinez,F,1966-10-29,123.85,2023-03-21,"Krause, Santana and Bowers",Clothing,60,3
13789,Derek,Erickson,M,1994-10-22,225.36,2023-03-13,"Torres, Vincent and Kelly",Market,32,3
128214,Patricia,Jackson,M,2003-10-20,1861.86,2023-01-31,Stewart Ltd,Travel,23,1
386985,Benjamin,Davis,F,1962-10-30,252.34,2023-02-05,"West, Smith and Hawkins",Clothing,64,2
996874,Carlos,Brooks,F,1990-10-23,293.34,2023-02-13,"Robertson, Strickland and Anderson",Clothing,36,2
229054,Andrew,Tucker,M,1962-10-30,205.18,2023-02-18,Ballard Group,Clothing,64,2
518803,Carrie,Proctor,M,1961-10-30,464.58,2023-01-04,"White, Jones and Allen",Electronics,65,1
73026,Zachary,Williams,F,2004-10-19,2364.24,2023-07-30,Williams-Jones,Travel,22,7
828947,Amy,Davis,F,1952-11-01,59.3,2023-02-17,"Silva, Bell and Gonzalez",Electronics,74,2
999090,Erica,Weaver,M,1992-10-22,2795.02,2023-07-11,"Vargas, Baker and Oneal",Travel,34,7
153207,Kimberly,Andrade,Unknown,1967-10-29,359.2,2023-04-25,Lewis and Sons,Market,59,4
176845,Carol,Galloway,F,1971-10-28,374.79,2023-01-11,Martin and Sons,Market,55,1
421882,Kim,Parks,Unknown,1963-10-30,837.32,2023-08-26,Ortega-Myers,Electronics,63,8
851492,Angela,Walls,F,1976-10-26,701.03,2023-04-10,Hubbard Ltd,Electronics,50,4
967051,Sandra,Watkins,F,1999-10-21,16.99,2023-08-22,Rivas-Simpson,Cosmetic,27,8
448944,Joseph,Rogers,F,1960-10-30,1523.4,2023-04-19,Mclean Inc,Travel,66,4
398464,Karen,Mendoza,F,1987-10-24,14.63,2023-06-03,Oneal Group,Restaurant,39,6
160850,Ashley,Bullock,F,1948-11-02,851.69,2023-06-28,"Brewer, Chavez and Sanchez",Electronics,78,6
874344,Sara,Richards,M,1982-10-25,2327.98,2023-10-08,Hall Group,Travel,44,10
921276,Travis,Webster,F,1959-10-31,872.47,2023-09-03,Torres Group,Electronics,67,9
171427,Beth,Hull,F,1948-11-02,391.7,2023-02-20,Jefferson-Lucero,Market,78,2
806826,Brian,Ruiz,F,1991-10-23,289.57,2023-02-15,Torres Group,Clothing,35,2
541454,Keith,Smith,F,1969-10-28,36.72,2023-06-18,Greene Group,Restaurant,57,6
221222,Justin,Frazier,M,1993-10-22,179.18,2023-07-26,Preston-Bryant,Electronics,33,7
513854,Laura,Powell,M,1967-10-29,1228.68,2023-01-26,"Wood, Lambert and Roman",Travel,59,1
467218,John,Luna,F,1978-10-26,458.91,2023-02-25,"Hart, Thompson and Arroyo",Electronics,48,2
460630,Brian,King,F,1990-10-23,397.4,2023-07-22,"Sherman, Hernandez and Young",Market,36,7
836027,Michael,Choi,M,1968-10-28,158.19,2023-01-19,"Lambert, Escobar and Davis",Cosmetic,58,1
989868,Kenneth,Murphy,F,1988-10-23,2422.78,2023-03-27,Frost Ltd,Travel,38,3
533722,Dawn,Garcia,Unknown,1954-11-01,82.51,2023-06-13,"Harris, Horton and Garcia",Clothing,72,6
790733,Donna,Williams,F,1977-10-26,128.64,2023-03-23,"Berger, Carter and Becker",Cosmetic,49,3
877652,Christopher,Bailey,M,1991-10-23,1168.28,2023-01-18,Chambers and Sons,Travel,35,1
823883,Antonio,Nolan,F,1984-10-24,204.72,2023-02-12,Walker-Cox,Clothing,42,2
551698,Kathleen,Morgan,M,1999-10-21,138.24,2023-01-29,Smith-Orr,Cosmetic,27,1
535182,Kimberly,Gonzalez,M,1994-10-22,46.12,2023-06-21,"Patrick, Campbell and Wheeler",Clothing,32,6
648966,Katrina,Patrick,F,1990-10-23,2095.25,2023-07-28,Church LLC,Travel,36,7
382715,Bryan,Elliott,F,1972-10-27,1322.23,2023-08-22,"Carey, Reed and Ruiz",Travel,54,8
7101,Mary,Ross,Unknown,1963-10-30,105.29,2023-08-06,Martin-Lee,Cosmetic,63,8
339588,Nicholas,Rogers,M,1996-10-21,87.08,2023-10-08,Griffin-Brown,Restaurant,30,10
896170,James,Burns,M,1983-10-25,45.84,2023-07-20,Thornton-Turner,Cosmetic,43,7
311807,Nancy,Thomas,Unknown,1995-10-22,501.41,2023-05-09,Randolph-Lewis,Electronics,31,5
234323,Andrea,Harris,M,1954-11-01,165.85,2023-04-20,Martin-Valencia,Travel,72,4
984332,Tyler,Davis,Unknown,1954-11-01,122.91,2023-04-19,"Perry, Mullins and Abbott",Clothing,72,4
658811,Donald,Patel,M,1969-10-28,385.31,2023-01-02,Butler Group,Market,57,1
759386,Tammy,Grant,M,1970-10-28,264.81,2023-03-30,Berry-Hernandez,Clothing,56,3
436872,Andrew,Wilson,Unknown,1992-10-22,359.48,2023-07-25,Steele and Sons,Electronics,34,7
284370,Theresa,Baldwin,F,1952-11-01,2394.89,2023-02-17,Dudley LLC,Travel,74,2
922598,Lauren,Jarvis,F,1986-10-24,2005.73,2023-08-14,"Turner, Gardner and Gray",Travel,40,8
480098,Sharon,Hansen,M,1987-10-24,246.84,2023-10-07,Fuentes-Shaw,Clothing,39,10
212948,Kyle,Ward,M,1981-10-25,97.68,2023-02-22,"Flowers, Mcneil and Byrd",Restaurant,45,2
554497,Michael,Jones,F,1963-10-30,199.56,2023-05-07,Alexander-Johnson,Cosmetic,63,5
149612,Julie,Miller,M,2000-10-20,19.16,2023-08-13,Moore Inc,Cosmetic,26,8
400365,Alicia,Rivera,F,1992-10-22,161.67,2023-08-07,Johnston Ltd,Cosmetic,34,8
870300,Thomas,Estes,Unknown,1998-10-21,63.81,2023-06-24,Watson-Jones,Restaurant,28,6
196410,Danielle,White,M,1971-10-28,36.66,2023-05-20,Wilson-Hicks,Restaurant,55,5
405499,Eric,Odonnell,M,1965-10-29,20.58,2023-08-31,Cline-Brown,Cosmetic,61,8
31181,Chris,Nelson,M,1976-10-26,1582.38,2023-07-28,Barr PLC,Travel,50,7
570174,Patricia,Allen,F,1983-10-25,394.12,2023-09-21,Murphy Inc,Market,43,9
6525,Robert,Perry,F,1959-10-31,774.24,2023-03-31,"King, Parker and Perez",Electronics,67,3
338584,Donald,Sullivan,F,1950-11-02,719.33,2023-09-16,Barnes-Sims,Electronics,76,9
507575,Jill,Cook,M,1958-10-31,168.31,2023-02-04,"Peters, Rivera and Smith",Cosmetic,68,2
113489,Kevin,Huffman,Unknown,1968-10-28,66.23,2023-01-18,Johnson-Pugh,Restaurant,58,1
413140,Tracy,King,F,1952-11-01,421.59,2023-08-23,Merritt-York,Market,74,8
582511,Jason,Schwartz,F,1997-10-21,697.78,2023-04-19,Walker and Sons,Travel,29,4
144506,Megan,Castro,F,1963-10-30,684.07,2023-06-25,Gomez-Weaver,Electronics,63,6
454722,Robert,Flores,F,1997-10-21,306.34,2023-10-09,"Bentley, Russell and Leonard",Market,29,10
886297,Jonathan,Glover,F,1966-10-29,192.12,2023-07-17,"Holder, Jones and Landry",Cosmetic,60,7
617946,Mark,Walker,M,1971-10-28,163.69,2023-08-11,Perkins Inc,Cosmetic,55,8
527326,Vincent,Allen,F,1948-11-02,9.26,2023-07-27,Wallace Ltd,Market,78,7
979973,Denise,Mathews,M,1977-10-26,2996.45,2023-10-06,"Rodriguez, Barron and Tapia",Travel,49,10
253703,Shaun,Mann,M,1969-10-28,476.21,2023-03-09,Fernandez Inc,Electronics,57,3
458171,Veronica,Murphy,M,1959-10-31,929.15,2023-09-12,"Jenkins, Thompson and Tucker",Electronics,67,9
839307,Veronica,Ray,F,1991-10-23,246.5,2023-06-30,Cobb-Carney,Market,35,6
598660,Roberto,Morris,M,1952-11-01,206.33,2023-10-01,Johnson Group,Clothing,74,10
555465,Susan,Miller,M,1983-10-25,90.21,2023-03-11,Nelson-Clark,Electronics,43,3
510309,Jennifer,Chen,Unknown,1974-10-27,75.49,2023-01-05,Mccarty-Hill,Restaurant,52,1
733695,Gregory,Harris,M,1959-10-31,257.87,2023-01-15,"Fuller, Powell and Morrison",Electronics,67,1
558196,Robert,Munoz,F,2003-10-20,12.41,2023-02-17,Neal PLC,Cosmetic,23,2
768490,Ashley,Baker,Unknown,2002-10-20,163.91,2023-03-06,Brady-Fisher,Cosmetic,24,3
208911,Ashley,Ruiz,M,1949-11-02,250.98,2023-06-04,Wilson LLC,Market,77,6
316702,Michael,Kaiser,M,1965-10-29,81.32,2023-02-03,"Lopez, Tapia and Miller",Restaurant,61,2
318378,Kimberly,Lucero,F,1994-10-22,100.07,2023-01-24,"Miller, Martin and Moody",Cosmetic,32,1
901566,Max,Chase,F,1965-10-29,24.36,2023-08-19,Peterson and Sons,Market,61,8
832815,Evelyn,Jones,M,1986-10-24,1975.59,2023-06-29,"Brown, Graham and Lee",Travel,40,6
834223,Gary,Miranda,M,1949-11-02,567.73,2023-03-19,"Simpson, Foley and Levy",Electronics,77,3
334896,Lori,Mora,M,1950-11-02,39.42,2023-08-31,Reynolds-Lambert,Restaurant,76,8
611928,Randy,Stevens,M,1991-10-23,413.4,2023-06-20,"Horton, Mendoza and Reilly",Electronics,35,6
600088,Tiffany,Johnson,F,2000-10-20,241.59,2023-03-06,Andrews-Watson,Market,26,3
978471,Edwin,Sanchez,M,1996-10-21,837.55,2023-09-08,"Campbell, Garcia and George",Travel,30,9
466988,Sonya,Sampson,F,2002-10-20,105.14,2023-09-06,Matthews-Price,Clothing,24,9
997589,Rebecca,Clarke,M,2005-10-19,174.86,2023-05-12,Johnson Inc,Market,21,5
600140,Cheyenne,Sanchez,M,1961-10-30,43.55,2023-05-05,Ellis-Heath,Cosmetic,65,5
737775,Dale,Mcdonald,M,1960-10-30,856.37,2023-01-22,"Moore, Jones and Cohen",Electronics,66,1
605271,Nicholas,Adams,F,1991-10-23,237.27,2023-05-16,Blackwell Group,Clothing,35,5
148407,Christopher,Dalton,F,1965-10-29,2600.01,2023-01-12,"Watts, Parks and Davis",Travel,61,1
76568,Martin,Hines,F,1978-10-26,256.74,2023-03-05,"Murray, Scott and Ochoa",Electronics,48,3
109686,James,Ferguson,F,1966-10-29,43.08,2023-01-12,"Perry, Rojas and Lynch",Clothing,60,1
440581,Janet,Daniels,M,1957-10-31,1366.09,2023-09-07,Nelson and Sons,Travel,69,9
895146,Leslie,Velez,M,1992-10-22,32.09,2023-05-18,"Caldwell, Humphrey and Arnold",Market,34,5
669505,Craig,Harvey,M,1978-10-26,691.56,2023-07-14,Jones-Smith,Electronics,48,7
315183,Autumn,Archer,M,1992-10-22,701.43,2023-02-11,"Munoz, Carter and Black",Electronics,34,2
643795,Stephanie,Martin,M,1980-10-25,28.71,2023-02-04,Cross-Duke,Cosmetic,46,2
227158,Veronica,Dickson,F,1965-10-29,57.73,2023-09-11,"Olson, Lee and Cox",Cosmetic,61,9
860812,Ellen,Ross,M,1988-10-23,149.0,2023-02-19,Miller Group,Travel,38,2
435,Shawn,Woods,M,2002-10-20,168.26,2023-02-20,Gonzales-Smith,Market,24,2
93755,Walter,Perry,F,1950-11-02,1488.43,2023-04-17,"Wilson, Brewer and Gilbert",Travel,76,4
125458,Todd,Marshall,F,1967-10-29,32.43,2023-08-22,Richardson Inc,Restaurant,59,8
582093,Justin,Simpson,F,1949-11-02,807.46,2023-09-18,Richmond-Dunn,Electronics,77,9
693797,Joseph,Brown,F,1969-10-28,388.42,2023-04-06,Nelson PLC,Electronics,57,4
311328,Matthew,Smith,M,1984-10-24,58.07,2023-08-25,Ferguson-Gould,Restaurant,42,8
794373,Patricia,Robinson,F,1966-10-29,323.07,2023-03-09,Johnson and Sons,Market,60,3
319467,Michael,Heath,F,1986-10-24,18.68,2023-10-04,Vasquez Ltd,Restaurant,40,10
151670,Kathryn,Warner,M,1954-11-01,297.73,2023-10-10,"Wright, Velez and Gomez",Travel,72,10
861619,Trevor,Franklin,F,1971-10-28,222.01,2023-03-27,Moore-Wilcox,Clothing,55,3
145367,Angela,Nunez,F,1995-10-22,721.18,2023-04-09,Rojas-Torres,Electronics,31,4
107204,Alicia,Houston,M,1993-10-22,527.74,2023-02-22,Rodgers-Monroe,Travel,33,2
964373,Chelsea,Mccoy,M,1959-10-31,724.58,2023-03-14,Shaw-Sparks,Electronics,67,3
996631,Cynthia,Strickland,M,1951-11-02,2925.77,2023-03-27,Gonzales-Morales,Travel,75,3
799306,Joseph,Ashley,M,2005-10-19,938.2,2023-06-17,"Davidson, Vega and Smith",Travel,21,6
443339,Christopher,Smith,F,1963-10-30,229.17,2023-09-15,Schroeder PLC,Clothing,63,9
91337,Kristin,Davis,M,1981-10-25,55.2,2023-03-19,Russell-Simon,Clothing,45,3
639448,Ryan,Jackson,F,1995-10-22,393.47,2023-09-01,Salas-Wallace,Electronics,31,9
272405,Lindsay,Nichols,F,2004-10-19,66.07,2023-04-01,Greene LLC,Restaurant,22,4
245492,Shawn,Hutchinson,Unknown,1973-10-27,947.4,2023-07-02,"Miller, Best and Escobar",Electronics,53,7
276012,Luis,Hale,M,1993-10-22,265.06,2023-09-19,Lamb-Henry,Clothing,33,9
589084,Valerie,Mahoney,M,1985-10-24,2180.58,2023-04-18,Adams and Sons,Travel,41,4
646870,Douglas,Chaney,M,1961-10-30,73.1,2023-08-19,"Andrews, Luna and Nguyen",Restaurant,65,8
226615,Christina,Cox,M,1961-10-30,1205.03,2023-07-22,Williams PLC,Travel,65,7
325928,Elizabeth,Dalton,M,1978-10-26,37.85,2023-05-13,Powell-Mata,Clothing,48,5
352413,Sandra,King,Unknown,1969-10-28,446.36,2023-08-28,"Downs, Cruz and Watkins",Market,57,8
652975,Tabitha,Anderson,F,1986-10-24,138.36,2023-06-04,"Dunn, Foster and Hood",Market,40,6
68454,Gerald,Wilson,Unknown,1961-10-30,2821.26,2023-05-12,"Martin, Sweeney and Shepard",Travel,65,5
788846,William,Weeks,M,1980-10-25,565.24,2023-06-01,Owens Ltd,Electronics,46,6
33387,Dalton,Everett,F,1964-10-29,51.45,2023-03-04,"Johnson, Weber and Morgan",Cosmetic,62,3
627708,Bradley,Simpson,F,1956-10-31,293.17,2023-05-03,Owens LLC,Clothing,70,5
539334,Anthony,Moore,Unknown,1962-10-30,254.29,2023-08-10,Andrade LLC,Clothing,64,8
772243,Olivia,Bennett,Unknown,1954-11-01,269.37,2023-07-20,"Randolph, Wood and Warren",Clothing,72,7
475284,Bernard,King,Unknown,1990-10-23,110.83,2023-09-26,Davis-Blevins,Cosmetic,36,9
308585,Karen,Griffin,M,2000-10-20,2051.34,2023-04-24,Brown Inc,Travel,26,4
114398,Amanda,Barker,M,1976-10-26,336.71,2023-03-01,"Dawson, Cardenas and Osborne",Market,50,3
896602,Thomas,Barnett,F,1955-11-01,95.2,2023-02-02,Mason LLC,Market,71,2
898588,Molly,Davis,M,1956-10-31,612.44,2023-08-26,Young-Murillo,Travel,70,8
627134,Melissa,Lee,M,1998-10-21,1445.61,2023-01-30,Hall-Adams,Travel,28,1
900262,Caitlin,Frank,F,1961-10-30,143.4,2023-08-04,Ruiz-Thomas,Clothing,65,8
927167,Sherry,Wagner,F,1962-10-30,995.32,2023-01-05,Hunt-Booth,Travel,64,1
61291,Lisa,Lee,Unknown,2005-10-19,59.55,2023-02-16,Walker PLC,Clothing,21,2
769399,Johnny,Davenport,F,1970-10-28,121.59,2023-08-01,"Downs, Hanson and Griffin",Clothing,56,8
487044,Alexis,Boone,M,1993-10-22,171.38,2023-01-25,Larson-Rosales,Electronics,33,1
508600,Chelsea,Martinez,F,1961-10-30,42.86,2023-07-08,Peterson Group,Cosmetic,65,7
367681,Belinda,Smith,F,1988-10-23,439.96,2023-07-21,Hernandez-James,Electronics,38,7
473245,Curtis,Miller,M,1970-10-28,153.32,2023-02-06,"Johnson, Ramirez and Jenkins",Cosmetic,56,2
666053,Aaron,Carpenter,F,1997-10-21,132.83,2023-06-05,Prince Inc,Cosmetic,29,6
686368,Catherine,Hensley,F,1962-10-30,40.25,2023-06-11,"Mccoy, Miller and Johnson",Restaurant,64,6
979573,Evelyn,Beck,F,1976-10-26,53.13,2023-01-26,Ferrell-Young,Restaurant,50,1
318509,Shelby,Quinn,F,1976-10-26,130.32,2023-10-11,"Tyler, Foley and Mitchell",Clothing,50,10
750052,Karen,Obrien,M,1975-10-27,98.38,2023-01-16,Cantu-Bright,Restaurant,51,1
413415,Nathan,Thomas,F,1989-10-23,761.98,2023-08-31,"Foster, Mccormick and Lopez",Electronics,37,8
737918,Donna,Jones,F,1963-10-30,268.28,2023-03-28,Meyer Group,Market,63,3
820114,Melanie,Leach,M,1959-10-31,664.65,2023-09-11,Mendez Inc,Electronics,67,9
282145,Lisa,Jackson,M,1954-11-01,96.38,2023-06-12,Clark Group,Restaurant,72,6
131222,Ralph,Mitchell,M,1959-10-31,62.0,2023-07-30,Lopez Ltd,Clothing,67,7
671714,Nathan,Carroll,F,1996-10-21,2581.32,2023-09-12,Oliver-Eaton,Travel,30,9
281086,Jonathan,Taylor,Unknown,1988-10-23,29.96,2023-07-17,Vaughan-Scott,Restaurant,38,7
978985,Richard,Henderson,F,1999-10-21,431.72,2023-08-24,Conner-Meyers,Market,27,8
859876,Jeremy,Mason,F,1967-10-29,16.13,2023-03-06,"Jackson, Davidson and Mendez",Restaurant,59,3
999134,Ricky,Greene,M,1970-10-28,92.89,2023-07-20,"Price, Jenkins and Lewis",Restaurant,56,7
671670,Debra,Thomas,F,1987-10-24,133.78,2023-09-08,Mccoy Group,Cosmetic,39,9
183522,Ashley,Haynes,M,1960-10-30,222.1,2023-01-02,Rice PLC,Clothing,66,1
341499,Daniel,Rivera,M,1973-10-27,530.29,2023-09-21,"Hobbs, Oconnor and Mays",Travel,53,9
450352,Mark,Walton,F,1968-10-28,420.94,2023-03-15,"Watkins, Molina and Marshall",Electronics,58,3
979335,Mark,Brown,F,1978-10-26,166.43,2023-01-07,"Adams, Mccormick and Miller",Clothing,48,1
241737,Hannah,Meyer,M,1961-10-30,31.65,2023-01-22,"Peterson, Jones and Smith",Restaurant,65,1
915652,Shannon,Chung,F,1985-10-24,86.01,2023-09-22,Rivera and Sons,Restaurant,41,9
240618,Thomas,Mason,M,1984-10-24,231.66,2023-03-14,Wright-Wise,Clothing,42,3
985357,Mary,Hebert,F,1984-10-24,83.85,2023-01-31,Hernandez LLC,Restaurant,42,1
475509,Robert,Moore,F,1972-10-27,739.13,2023-02-05,Watson-Le,Electronics,54,2
462271,Edwin,Marshall,Unknown,1963-10-30,1891.39,2023-06-04,Ramos Ltd,Travel,63,6
566422,Daniel,Ball,F,2003-10-20,216.96,2023-04-09,"Porter, Harris and White",Clothing,23,4
967360,Katelyn,Powell,M,1978-10-26,42.69,2023-02-22,Briggs-Lester,Cosmetic,48,2
901485,Anna,Cardenas,M,1950-11-02,998.43,2023-01-01,"Richardson, Taylor and Ward",Electronics,76,1
570487,Beth,Martin,M,1981-10-25,13.13,2023-07-21,"Allen, Oneill and Davis",Restaurant,45,7
334408,Peter,Melton,F,2004-10-19,25.94,2023-03-15,"Blanchard, Rodriguez and Lamb",Clothing,22,3
508829,Shelley,Robbins,Unknown,1969-10-28,69.32,2023-10-09,Ward-Watson,Restaurant,57,10
657471,Erin,Martin,F,1977-10-26,58.0,2023-06-17,"Allen, Taylor and Le",Restaurant,49,6
820923,Tina,Phillips,M,1960-10-30,20.32,2023-05-31,"Moody, Harper and Sullivan",Clothing,66,5
704828,Anthony,Mueller,F,1974-10-27,536.79,2023-05-27,"Murillo, Castillo and King",Travel,52,5
306772,Jermaine,Moody,M,1975-10-27,164.03,2023-03-26,"Lee, Washington and Hudson",Cosmetic,51,3
495999,Joel,Mitchell,M,2001-10-20,252.69,2023-05-05,Williams-Ashley,Market,25,5
738564,Arthur,Roberts,M,1976-10-26,395.06,2023-09-21,Bowman-Edwards,Electronics,50,9
333974,Andrew,Osborne,M,2002-10-20,98.21,2023-09-29,Lloyd-Shaw,Clothing,24,9
350429,Samuel,Graham,F,1961-10-30,51.22,2023-06-21,"Bryant, Chapman and Moore",Restaurant,65,6
877656,Victoria,Green,Unknown,1976-10-26,758.44,2023-10-06,Banks-Johnson,Travel,50,10
442732,Natasha,Jenkins,F,1991-10-23,815.3,2023-08-21,Liu PLC,Electronics,35,8
535204,Kristen,Dunn,M,1981-10-25,413.96,2023-06-11,"Watts, Evans and Williams",Market,45,6
967894,Jennifer,Cook,M,1996-10-21,81.01,2023-10-01,Howard-Burgess,Market,30,10
901152,Jennifer,King,F,1969-10-28,91.67,2023-05-21,"Flores, Brown and Thomas",Market,57,5
410936,William,Herrera,F,1979-10-26,86.08,2023-07-28,"Daniel, Hamilton and Torres",Market,47,7
572190,Alex,Cox,F,1948-11-02,833.68,2023-06-17,Guzman-Klein,Electronics,78,6
809374,Kaitlyn,Hansen,F,1963-10-30,1687.44,2023-02-26,Keith and Sons,Travel,63,2
790448,Jeffrey,Mckinney,Unknown,1959-10-31,626.0,2023-08-24,Smith and Sons,Electronics,67,8
420530,Donna,Johnson,F,1974-10-27,208.8,2023-03-05,"Tate, Lang and Campbell",Clothing,52,3
315811,Erica,Bruce,F,1984-10-24,40.54,2023-02-03,Castro PLC,Restaurant,42,2
75624,Jeremy,Graham,M,1981-10-25,261.4,2023-05-27,Baird-Gonzalez,Market,45,5
168455,Jessica,Barton,F,1955-11-01,241.6,2023-02-02,Cox-Wood,Market,71,2
94689,Cathy,Walker,M,1958-10-31,37.9,2023-07-07,Johnson-Mejia,Clothing,68,7
436353,Douglas,Gross,F,1956-10-31,130.82,2023-03-14,Marshall PLC,Clothing,70,3
697604,Diane,Miller,F,1991-10-23,232.67,2023-09-14,Tapia-Lewis,Electronics,35,9
510393,Tamara,Morales,M,1964-10-29,275.77,2023-05-26,Waters-Tyler,Market,62,5
214462,Vicki,Jimenez,M,1990-10-23,2016.3,2023-06-25,"Davis, Bailey and Trujillo",Travel,36,6
307837,Leslie,Odonnell,M,2004-10-19,40.81,2023-01-21,"Young, Jenkins and Lara",Restaurant,22,1
893376,Donna,Guzman,F,1960-10-30,254.68,2023-03-06,"Thompson, Gibson and Bauer",Market,66,3
403165,Nicole,Graham,M,1979-10-26,417.67,2023-02-28,Santana-Hart,Market,47,2
137075,Kevin,Long,F,1962-10-30,708.5,2023-01-30,"Pearson, Gilbert and Harris",Travel,64,1
773301,Stephanie,Andersen,M,1991-10-23,77.95,2023-06-14,"Martinez, Williams and Marquez",Restaurant,35,6
531263,Charles,Clark,Unknown,1959-10-31,1179.22,2023-05-24,Young LLC,Travel,67,5
749139,Terri,Elliott,F,1989-10-23,493.83,2023-09-18,Fowler LLC,Market,37,9
601744,Melissa,Dean,F,1951-11-02,154.0,2023-10-07,"Murphy, Williams and Cruz",Electronics,75,10
699134,Donna,Lowe,Unknown,1954-11-01,60.95,2023-02-05,Holmes-Larsen,Restaurant,72,2
911234,Grant,Holloway,M,1961-10-30,82.3,2023-02-03,Howard-Santos,Restaurant,65,2
962692,Ronald,Johnson,F,1966-10-29,19.6,2023-01-04,Evans Group,Market,60,1
851138,Michael,Moore,F,2004-10-19,1904.12,2023-01-06,Everett PLC,Travel,22,1
110736,Melissa,Gonzalez,F,1992-10-22,1869.2,2023-01-01,Bonilla-Leon,Travel,34,1
741357,Ashley,Mcgee,F,1979-10-26,2208.65,2023-09-13,Davis-Garrett,Travel,47,9
671186,Shannon,Carter,F,1976-10-26,84.5,2023-01-02,"Adams, Sanders and Berger",Restaurant,50,1
686425,James,Hughes,M,1994-10-22,113.72,2023-06-20,May Ltd,Cosmetic,32,6
903250,Kenneth,Boyle,M,1954-11-01,445.84,2023-04-16,Clayton Inc,Travel,72,4
880604,Elizabeth,Mcdonald,M,2005-10-19,618.57,2023-06-30,"Pitts, Dunn and Jimenez",Travel,21,6
293943,Matthew,Mcgrath,M,1981-10-25,380.65,2023-08-02,"Torres, Lee and Weaver",Travel,45,8
333202,John,Bruce,F,1999-10-21,183.11,2023-08-02,Richmond-Mayer,Clothing,27,8
716061,Roberto,Salinas,F,1960-10-30,43.71,2023-01-22,Perkins Group,Restaurant,66,1
437296,Sharon,Short,Unknown,1999-10-21,667.12,2023-09-24,Harris PLC,Travel,27,9
483771,Elizabeth,Morrow,F,1975-10-27,109.44,2023-09-26,"Gonzales, Burgess and Boyd",Cosmetic,51,9
631411,Cassandra,King,M,1973-10-27,1028.55,2023-01-06,Burke Inc,Travel,53,1
130475,Seth,Marshall,M,1974-10-27,1038.95,2023-04-17,Wood-Smith,Travel,52,4
841864,Matthew,Mathews,F,2004-10-19,1534.19,2023-08-28,Gilbert-Joseph,Travel,22,8
642600,Cynthia,James,M,1957-10-31,94.41,2023-06-29,Hood LLC,Market,69,6
488073,Mark,Taylor,F,1979-10-26,192.1,2023-02-02,"Kennedy, Williams and Lopez",Cosmetic,47,2
45445,Dominic,Baldwin,M,1990-10-23,59.62,2023-08-08,"Rivera, Bolton and Whitehead",Cosmetic,36,8
594871,Brenda,Miller,F,2001-10-20,342.89,2023-06-06,Murphy PLC,Electronics,25,6
389916,Tony,Martinez,M,1969-10-28,10.37,2023-08-17,Hill PLC,Restaurant,57,8
935847,Daniel,Lynch,M,1988-10-23,26.81,2023-03-22,Garcia LLC,Restaurant,38,3
652709,Cynthia,Molina,Unknown,1996-10-21,49.02,2023-09-28,Watson Group,Restaurant,30,9
144482,Jeremy,Scott,F,1987-10-24,39.08,2023-03-09,Ortiz-Estes,Cosmetic,39,3
979875,Robert,Patel,F,2000-10-20,79.94,2023-10-11,"Campbell, Wilson and Nguyen",Restaurant,26,10
567427,Andrea,Bullock,M,1998-10-21,315.74,2023-05-13,Castillo-Beasley,Electronics,28,5
230838,Michelle,Dominguez,M,1988-10-23,506.36,2023-01-10,Price-Tucker,Electronics,38,1
66280,Stephen,Wright,M,2002-10-20,808.4,2023-07-13,Stanley Ltd,Electronics,24,7
831966,Richard,Franklin,M,1961-10-30,201.85,2023-10-13,"Johnson, Moore and Jones",Electronics,65,10
616097,Darlene,Harmon,F,1954-11-01,2546.03,2023-07-16,Neal-Jones,Travel,72,7
649968,Ronald,Hensley,F,1987-10-24,1834.62,2023-07-13,"Brooks, Thompson and Barrera",Travel,39,7
867566,Todd,Morgan,F,1952-11-01,649.49,2023-10-03,Mccarthy-Collins,Electronics,74,10
670273,Angela,Matthews,M,1979-10-26,91.81,2023-08-19,Fields Group,Market,47,8
121157,Ian,Ross,M,1983-10-25,413.18,2023-04-27,"Holmes, Carr and Smith",Market,43,4
275429,Philip,Compton,F,1996-10-21,155.63,2023-06-22,Hall-Kirk,Electronics,30,6
898174,Amanda,Meadows,Unknown,1978-10-26,483.59,2023-03-07,Duran-Brown,Electronics,48,3
965685,Kevin,Murphy,F,1984-10-24,229.2,2023-02-17,"Bowman, Franklin and Phillips",Electronics,42,2
933319,Kelly,Smith,F,1982-10-25,237.41,2023-10-01,Patterson-Compton,Market,44,10
170995,James,Diaz,F,1990-10-23,2444.4,2023-07-21,"Andrews, Bates and Harris",Travel,36,7
408062,Tyler,Lewis,M,1971-10-28,1793.65,2023-04-08,Davis-Miranda,Travel,55,4
931596,Cynthia,Ochoa,Unknown,1996-10-21,479.87,2023-01-07,"Rice, Mason and Guzman",Market,30,1
618824,Lori,Ritter,M,1970-10-28,236.27,2023-07-21,"Taylor, Moore and Raymond",Clothing,56,7
415236,Thomas,Serrano,F,1993-10-22,634.57,2023-02-18,"Macdonald, Lane and Jones",Travel,33,2
